+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                         ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                                    ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                                                                                                               ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_r|rfifo|auto_generated                                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_r                                                                                                                                           ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                                       ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                                        ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                                    ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                               ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w|wfifo|auto_generated                                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0|the_unsaved_Nios2_A_jtag_uart_0_scfifo_w                                                                                                                                           ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|jtag_uart_0                                                                                                                                                                                    ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|highres                                                                                                                                                                                        ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|state_machine                                                                                                                                                     ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|instr_selector                                                                                                                                                    ; 514   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|ic_counter                                                                                                                                                        ; 8     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|imc_sel                                                                                                                                                           ; 35    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmule_3                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmule_2                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmule_1                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmule_0                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmuld_3                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmuld_2                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmuld_1                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmuld_0                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmulb_3                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmulb_2                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmulb_1                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmulb_0                                                                                                                                              ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmul9_3                                                                                                                                              ; 8     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmul9_2                                                                                                                                              ; 8     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmul9_1                                                                                                                                              ; 8     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV|gfmul9_0                                                                                                                                              ; 8     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mix_col_INV                                                                                                                                                       ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|word_selector                                                                                                                                                     ; 130   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|mc_counter                                                                                                                                                        ; 8     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|add_round_key_INV                                                                                                                                                 ; 1541  ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|r_counter                                                                                                                                                         ; 8     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb15                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb14                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb13                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb12                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb11                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb10                                                                                                                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb9                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb8                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb7                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb6                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb5                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb4                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb3                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb2                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb1                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV|isb0                                                                                                                                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|sub_16_INV                                                                                                                                                        ; 129   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|shift_rows_INV                                                                                                                                                    ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_9|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_9|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_9|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_9|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_9                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_8|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_8|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_8|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_8|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_8                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_7|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_7|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_7|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_7|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_7                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_6|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_6|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_6|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_6|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_6                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_5|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_5|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_5|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_5|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_5                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_4|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_4|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_4|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_4|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_4                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_3|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_3|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_3|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_3|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_3                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_2|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_2|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_2|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_2|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_2                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_1|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_1|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_1|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_1|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_1                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_0|subbytes_3                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_0|subbytes_2                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_0|subbytes_1                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_0|subbytes_0                                                                                                                                      ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV|key_0                                                                                                                                                 ; 137   ; 8              ; 0            ; 8              ; 128    ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_exp_INV                                                                                                                                                       ; 129   ; 0              ; 0            ; 0              ; 1408   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|k_counter                                                                                                                                                         ; 8     ; 5              ; 0            ; 5              ; 5      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0|key_SR                                                                                                                                                            ; 260   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; NiosII|nios2_a|avalon_aes_interface_0|aes_0                                                                                                                                                                   ; 259   ; 0              ; 0            ; 0              ; 129    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
